Postcode,Bevolking,Inkomen,Gemiddelde_leeftijd,Private_households,Institutional_household,Single_persons,Single_parent,Couple_with_kids,Couple_no_kids,Kid_living_with_parents,Other_household_member,nulTotTien,tienTotTwintig,twintigTotDertig,dertigTotVeertig,veertigTotVijftig,vijftigTotZestig,zestigTotZeventig,zeventigPlus
1024,13190.0,28.1,36.066009104704094,0.9886277482941622,0.011372251705837756,0.1967399545109932,0.0621683093252464,0.211144806671721,0.15466262319939347,0.3385140257771039,0.02539802880970432,0.14946889226100152,0.13505311077389984,0.1415022761760243,0.1631259484066768,0.13125948406676782,0.11949924127465858,0.07321699544764795,0.08687405159332322
1025,15295.0,28.5,41.861702127659576,0.98365478914678,0.016345210853220007,0.2644655116050997,0.05295848316443282,0.17620137299771166,0.20431513566525009,0.2592350441320693,0.02647924158221641,0.10703764320785597,0.10900163666121113,0.15155482815057283,0.1276595744680851,0.11718494271685762,0.1286415711947627,0.1011456628477905,0.15777414075286417
1026,530.0,52.0,41.778846153846146,0.9716981132075472,0.02830188679245283,0.08490566037735849,0.03773584905660377,0.2641509433962264,0.25471698113207547,0.3018867924528302,0.02830188679245283,0.125,0.1346153846153846,0.057692307692307696,0.08653846153846154,0.18269230769230768,0.17307692307692307,0.125,0.11538461538461539
1027,505.0,43.8,44.13265306122449,0.9603960396039604,0.039603960396039604,0.13861386138613863,0.019801980198019802,0.26732673267326734,0.25742574257425743,0.26732673267326734,0.009900990099009901,0.09183673469387756,0.11224489795918367,0.11224489795918367,0.09183673469387756,0.14285714285714285,0.15306122448979592,0.1326530612244898,0.16326530612244897
1028,600.0,53.4,45.043103448275865,1.0,0.0,0.125,0.016666666666666666,0.31666666666666665,0.20833333333333334,0.30833333333333335,0.025,0.10344827586206896,0.12931034482758622,0.0603448275862069,0.06896551724137931,0.14655172413793102,0.1896551724137931,0.15517241379310345,0.14655172413793102
1031,6395.0,26.8,36.605909439754406,0.9898358092259578,0.010164190774042221,0.2517591868647381,0.06724003127443315,0.16497263487099295,0.2251759186864738,0.25879593432369036,0.0218921032056294,0.12279355333844973,0.09056024558710668,0.1841903300076746,0.18572524942440521,0.1496546431312356,0.12432847275518036,0.08825786646201074,0.05448963929393707
1032,5710.0,25.4,40.07978723404256,0.999124343257443,0.0008756567425569177,0.23555166374781086,0.06042031523642732,0.212784588441331,0.2031523642732049,0.26444833625218916,0.02276707530647986,0.12677304964539007,0.08244680851063829,0.125,0.1702127659574468,0.14184397163120568,0.14804964539007093,0.11081560283687943,0.09485815602836879
1033,12465.0,26.9,41.256745537567454,0.9831528279181708,0.01684717208182912,0.29562775772162053,0.052146008824709184,0.17569193742478942,0.22302446851183313,0.21740874448455677,0.019253910950661854,0.09090909090909091,0.09339975093399751,0.18804483188044832,0.13034454130344542,0.12038190120381902,0.14196762141967623,0.1133250311332503,0.12162723121627231
1034,14610.0,29.2,39.10406616126809,0.9856262833675564,0.014373716632443531,0.1971252566735113,0.05612594113620808,0.21697467488021902,0.17077344284736481,0.31656399726214923,0.02806297056810404,0.12853204686423156,0.12991040661612682,0.1302549965541006,0.14266023432115782,0.12853204686423156,0.12853204686423156,0.0957960027567195,0.11578221915920055
1035,10550.0,35.8,40.416868052199135,1.0,0.0,0.15023696682464455,0.05260663507109005,0.25781990521327014,0.2018957345971564,0.3165876777251185,0.02085308056872038,0.11986466892218463,0.12324794586756888,0.12276462058965684,0.11551474142097631,0.13919768003866603,0.1570807153214113,0.11406476558724021,0.1082648622522958
1036,2295.0,40.4,29.4672131147541,1.0,0.0,0.06971677559912855,0.037037037037037035,0.3660130718954248,0.08496732026143791,0.42701525054466233,0.015250544662309368,0.22482435597189696,0.15456674473067916,0.08899297423887588,0.20140515222482436,0.1873536299765808,0.10070257611241218,0.03278688524590164,0.00936768149882904
1037,145.0,40.4,48.706896551724135,1.0,0.0,0.1724137931034483,0.034482758620689655,0.2413793103448276,0.3103448275862069,0.2413793103448276,0.0,0.034482758620689655,0.13793103448275862,0.0,0.06896551724137931,0.20689655172413793,0.20689655172413793,0.2413793103448276,0.10344827586206896
1041,10.0,40.4,65.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1042,25.0,40.4,40.833333333333336,1.0,0.0,0.6,0.0,0.2,0.0,0.2,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0
1043,770.0,40.4,26.51162790697675,0.9805194805194806,0.01948051948051948,0.7597402597402597,0.0,0.012987012987012988,0.19480519480519481,0.006493506493506494,0.006493506493506494,0.011627906976744186,0.08139534883720931,0.7093023255813954,0.1511627906976744,0.023255813953488372,0.023255813953488372,0.0,0.0
